year, month, imgURL
2008, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMUpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2fd86b7a03f44abe8858d0805b387b713e48c29d/co2_2008_10_0074_720x360.jpg?disposition=attachment
2008, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMU5mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--02e6ac61886ad8f307cee646c72b6b23d38f2f8c/co2_2008_11_0075_720x360.jpg?disposition=attachment
2008, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMVJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6e525a854e570ae2b3bc6e7727903ff6dad322c9/co2_2008_12_0076_720x360.jpg?disposition=attachment
2009, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMVZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a430e16a7b97f4fdec0616fd82068aec8e4c737d/co2_2009_1_0077_720x360.jpg?disposition=attachment
2009, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMVpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f6664ce02a009adf9ea66bc803e4a2dbd84bb4b8/co2_2009_2_0078_720x360.jpg?disposition=attachment
2009, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--32820db3a2f0acefaa27eb4ba7cae75c0788e9ec/co2_2009_3_0079_720x360.jpg?disposition=attachment
2009, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e545f69c3ec862027a46fdd5d1c4603a13ed4afd/co2_2009_4_0080_720x360.jpg?disposition=attachment
2009, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWxmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--901868008d8b023b910f45925ad12d6cad75ba8b/co2_2009_5_0081_720x360.jpg?disposition=attachment
2009, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMXBmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--22fd07d469b5325e19d2985e85dbb676b0e87cb4/co2_2009_6_0082_720x360.jpg?disposition=attachment
2009, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMXRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f77b12676a3b68459c7ea86e5a78148369e6cc82/co2_2009_7_0083_720x360.jpg?disposition=attachment
2009, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMXhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7df9b8151735222a125788096071da7e5654df54/co2_2009_8_0084_720x360.jpg?disposition=attachment
2009, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMTFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--aeb4e11359d0c76fc1afdc4a1848d1734586c2f4/co2_2009_9_0085_720x360.jpg?disposition=attachment
2009, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMTVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--12ea195637ee3779137c10b1445879e04ac5baf1/co2_2009_10_0086_720x360.jpg?disposition=attachment
2009, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMTlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7b709ded5654432fdcc6044ceeb8547249d0bfda/co2_2009_11_0087_720x360.jpg?disposition=attachment
2009, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--712beef6a8806b06c29ba42397102649f77017c4/co2_2009_12_0088_720x360.jpg?disposition=attachment
2010, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--55d174780dffa92ff9815fb922eb5844f4fdf69d/co2_2010_1_0089_720x360.jpg?disposition=attachment
2010, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e720791304c47134f43cc3af9c40f6c2914e8345/co2_2010_2_0090_720x360.jpg?disposition=attachment
2010, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMk5mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--085bb98b6d20ced5ad969d1a0db16e6078cab582/co2_2010_3_0091_720x360.jpg?disposition=attachment
2010, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMlJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--aea3d0d3fa8139e9f9708e952f5695ea6bd65cca/co2_2010_4_0092_720x360.jpg?disposition=attachment
2010, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMlZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--09150fce1fec844303f6f065d43f981c7f637b8e/co2_2010_5_0093_720x360.jpg?disposition=attachment
2010, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMlpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8772bfb893d66f81b8c173156d8a40463c490969/co2_2010_6_0094_720x360.jpg?disposition=attachment
2010, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--163c3f20f2f1c5f4a7a727d75b61f721884f47ca/co2_2010_7_0095_720x360.jpg?disposition=attachment
2010, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43310c185f0dd092acfd9fc826611bb2c003350e/co2_2010_8_0096_720x360.jpg?disposition=attachment
2010, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmxmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--077beb5631546c49c1f0a4846d344921bfe40cca/co2_2010_9_0097_720x360.jpg?disposition=attachment
2010, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMnBmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--28bc655db8a1976a023b08640eecf5fabdcd7f04/co2_2010_10_0098_720x360.jpg?disposition=attachment
2010, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMnRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--931eb172952ded33f1b535e146c64d75dc20affe/co2_2010_11_0099_720x360.jpg?disposition=attachment
2010, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMnhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8f59c2d600e71aa500181dd68e637559f6cb591e/co2_2010_12_0100_720x360.jpg?disposition=attachment
2011, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMjFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ed6adcd31d975276a9af1d668078a1cbeed08573/co2_2011_1_0101_720x360.jpg?disposition=attachment
2011, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMjVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--730c6c74ae03eeb0ac943c15f26b6ac2e04b53c8/co2_2011_2_0102_720x360.jpg?disposition=attachment
2011, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMjlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--12a623cac97f0a376f8f9367715c77b4428126dd/co2_2011_3_0103_720x360.jpg?disposition=attachment
2011, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0JmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fc8ccc65152837f90066fb9582f40ecd9fb3d4c5/co2_2011_4_0104_720x360.jpg?disposition=attachment
2011, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0ZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dfc3515324704ed531b515281a89df5902de1d8a/co2_2011_5_0105_720x360.jpg?disposition=attachment
2011, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0pmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4b5d62d67a913be6fb2bb58f49f2a3b1dac32f8d/co2_2011_6_0106_720x360.jpg?disposition=attachment
2011, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM05mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--db1c8ecfe4187427193083d1a30067b8b0533a1e/co2_2011_7_0107_720x360.jpg?disposition=attachment
2011, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM1JmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c49e2a31b3a9045b50cb4be2b24717ed029738c2/co2_2011_8_0108_720x360.jpg?disposition=attachment
2011, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM1ZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ccfc7a3b78003d092f38464fb2d4a6ace2be1e5a/co2_2011_9_0109_720x360.jpg?disposition=attachment
2011, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM1pmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--44c7b22b36e1572b1550427f4adf915c7f852809/co2_2011_10_0110_720x360.jpg?disposition=attachment
2011, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM2RmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d13dc50debb85c6d426ca3136ca32671ea031765/co2_2011_11_0111_720x360.jpg?disposition=attachment
2011, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM2hmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4768cf9dda1401e70c9cd92bdfccaea2a94c96d9/co2_2011_12_0112_720x360.jpg?disposition=attachment
2012, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM2xmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5c46affe1f7557414cc9eefedf9bba3eabf20cbb/co2_2012_1_0113_720x360.jpg?disposition=attachment
2012, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3BmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f8b60b88f15eb71a3389d20ee48f4e0834c217ff/co2_2012_2_0114_720x360.jpg?disposition=attachment
2012, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3RmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--52959a2bdf07229c41cd8d9ce30de1640b4c0eb3/co2_2012_3_0115_720x360.jpg?disposition=attachment
2012, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3hmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7681fa58a8ccf612aec50e150d871864e0b5a02e/co2_2012_4_0116_720x360.jpg?disposition=attachment
2012, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--852435384ea703877c66fc5f3bc4fdf1f02ab95f/co2_2012_5_0117_720x360.jpg?disposition=attachment
2012, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1ca6a87609bfd50f517d3154b7bddd00941ab704/co2_2012_6_0118_720x360.jpg?disposition=attachment
2012, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5905848586882902280a27a0b2f048a53119f594/co2_2012_7_0119_720x360.jpg?disposition=attachment
2012, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--67035df85616b6497bc556b5a2573f30e1525e78/co2_2012_8_0120_720x360.jpg?disposition=attachment
2012, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--56215307d2f5191277876cebc4d82694dba22eb8/co2_2012_9_0121_720x360.jpg?disposition=attachment
2012, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2d1beee62127f966ec31550b5fe39fea0132ea4b/co2_2012_10_0122_720x360.jpg?disposition=attachment
2012, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNE5mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e260206e30b447816622fab39b1ffb79ca10f894/co2_2012_11_0123_720x360.jpg?disposition=attachment
2012, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNFJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fa55c1b700b6f44886a7c922855653862d72129a/co2_2012_12_0124_720x360.jpg?disposition=attachment
2013, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNFZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6f00714a7a78ee3f2b30d573c5ef044d64bd5681/co2_2013_1_0125_720x360.jpg?disposition=attachment
2013, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNFpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f0bf5b54c47255e7550888f723b42e630a753708/co2_2013_2_0126_720x360.jpg?disposition=attachment
2013, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a626ac016cdbd2a867b10a2eee0e03e0f53fab81/co2_2013_3_0127_720x360.jpg?disposition=attachment
2013, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7ded9108f74a815cd8588059482d522fbc028166/co2_2013_4_0128_720x360.jpg?disposition=attachment
2013, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGxmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2e770cbed09e0910c1827fcc2efff38b8325620b/co2_2013_5_0129_720x360.jpg?disposition=attachment
2013, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHBmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c91914fd0faa79a0d65125fab725a126cf659cf5/co2_2013_6_0130_720x360.jpg?disposition=attachment
2013, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2e056321b3b02f2b819574fe6c63445a54eec93b/co2_2013_7_0131_720x360.jpg?disposition=attachment
2013, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ecdb7107f5418aff41e85dac2bfb2db748982962/co2_2013_8_0132_720x360.jpg?disposition=attachment
2013, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNDFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--32ce8925e9a3dfab4a8a5cbbc9fe6b5b7791b3d0/co2_2013_9_0133_720x360.jpg?disposition=attachment
2013, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNDVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ddf808c83747499da0d9491cec76c4ce37a947e1/co2_2013_10_0134_720x360.jpg?disposition=attachment
2013, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNDlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3528070f716d041816269db26e819c8acaafa0de/co2_2013_11_0135_720x360.jpg?disposition=attachment
2013, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNUJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a03f3ae14ecb456b74f687f3015bfb1e1b03f3fd/co2_2013_12_0136_720x360.jpg?disposition=attachment
2014, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNUZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0ff9d7f39be6b8fd996686265d631b4c582bfa4d/co2_2014_1_0137_720x360.jpg?disposition=attachment
2014, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNUpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--16c238a2c5f526a96c7727cd9b5f7591845c65ee/co2_2014_2_0138_720x360.jpg?disposition=attachment
2014, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNU5mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--839a633d427c372519cba6e1c93d29003d3fdc9e/co2_2014_3_0139_720x360.jpg?disposition=attachment
2014, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--620c5bc0cb50f2a5f6e22d164fe2a07194698267/co2_2014_4_0140_720x360.jpg?disposition=attachment
2014, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9854de1bcbcef60b5f7aa25b15b2d1a877690032/co2_2014_5_0141_720x360.jpg?disposition=attachment
2014, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8dbe008501953a826e73f7f199f55807908c4fc4/co2_2014_6_0142_720x360.jpg?disposition=attachment
2014, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--983de15c3eaa71e177a99e82bdfd5da723a6f1f0/co2_2014_7_0143_720x360.jpg?disposition=attachment
2014, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f8fc0b7521b8c3f94df21049ec8007664e14c1e5/co2_2014_8_0144_720x360.jpg?disposition=attachment
2014, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWxmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9146007e5a56c5c49d64b0501eb0ce73052354cf/co2_2014_9_0145_720x360.jpg?disposition=attachment
2014, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXBmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8656871d245cd1f5cd7d18d0b3e07e6f0836de25/co2_2014_10_0146_720x360.jpg?disposition=attachment
2014, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--86d8765c087f55706abfff4fad9bc70aaff96458/co2_2014_11_0147_720x360.jpg?disposition=attachment
2014, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0c9c7d76a12bd7b4b2f32a96015aa98d6a18520d/co2_2014_12_0148_720x360.jpg?disposition=attachment
2015, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNTFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--31d0ca3b012bbaba22540df2fce59f1f92f54fe9/co2_2015_1_0149_720x360.jpg?disposition=attachment
2015, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNTVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--29984f3ac29f00c972739292181a5c7e218e7e2b/co2_2015_2_0150_720x360.jpg?disposition=attachment
2015, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNTlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ede840a9700c0de959f35a9a6b992646eadd4ecf/co2_2015_3_0151_720x360.jpg?disposition=attachment
2015, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNkJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fc29bb8d8cdcb4df9a34e700d328737e02f33d5c/co2_2015_4_0152_720x360.jpg?disposition=attachment
2015, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNkZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4dd6d68ccf64167bf8bd3d3da628d3e9df7f3aff/co2_2015_5_0153_720x360.jpg?disposition=attachment
2015, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNkpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--998127461f00ae5c92e4e9a8f89d0dae735e1f65/co2_2015_6_0154_720x360.jpg?disposition=attachment
