year, month, imgURL
2015, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNk5mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--58ea1dca22a68ff016ab433b56035bf0fd5f305c/co2_2015_7_0155_720x360.jpg?disposition=attachment
2015, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNlJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4971f6c0fcf1efbde9cbfda8378ee60e723349ac/co2_2015_8_0156_720x360.jpg?disposition=attachment
2015, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNlZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--372ba747c2101cb08eeea910cf34821eeaa8bb16/co2_2015_9_0157_720x360.jpg?disposition=attachment
2015, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNlpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--facd3c4953b0a4f98276e7540151f17cdb070023/co2_2015_10_0158_720x360.jpg?disposition=attachment
2015, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1d026c58b0fea46aa125fd7570bae54d0f956416/co2_2015_11_0159_720x360.jpg?disposition=attachment
2015, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f29cf9fce34775d068b46220e77b52097e2084e5/co2_2015_12_0160_720x360.jpg?disposition=attachment
2016, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmxmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43403cfbe91c969fafd1bf771d26eec6d14a334a/co2_2016_1_0161_720x360.jpg?disposition=attachment
2016, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnBmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f30609407190052af6cfebde49d7091acb23cba8/co2_2016_2_0162_720x360.jpg?disposition=attachment
2016, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--30d053680dcb6c0ff4faaf13d3fd13aa3be86316/co2_2016_3_0163_720x360.jpg?disposition=attachment
2016, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6ae18fa28f720d572306f8facab73f1fd5176e8e/co2_2016_4_0164_720x360.jpg?disposition=attachment
2016, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d5ae6a495d8e7f5e0a9f47ef0cc78c2e8afe95b4/co2_2016_5_0165_720x360.jpg?disposition=attachment
2016, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--91f9dfb9d362bd0b87d0db146c1f3fc6b28d1ae0/co2_2016_6_0166_720x360.jpg?disposition=attachment
2016, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d54ca6401cc5ba193d82d8def0c181ef464bbb8b/co2_2016_7_0167_720x360.jpg?disposition=attachment
2016, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0JmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2fa49f43de9fdb0e869c7d2505185f13700286aa/co2_2016_8_0168_720x360.jpg?disposition=attachment
2016, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0ZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b72c299cb576f6671ab1f5e19baf94ad5bc36ed0/co2_2016_9_0169_720x360.jpg?disposition=attachment
2016, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0pmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ed4fe3683e0423a63c4417cfb07761deb9b72f83/co2_2016_10_0170_720x360.jpg?disposition=attachment
2016, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN05mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3f37a5b2d883a2cc51d70f4fb426e91d7d1edd59/co2_2016_11_0171_720x360.jpg?disposition=attachment
2016, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN1JmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1f403c558c33fbeef39803a8139b3c89f99c7806/co2_2016_12_0172_720x360.jpg?disposition=attachment
2017, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN1ZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1a1141cfe3915a1535bee638072b9023af525620/co2_2017_1_0173_720x360.jpg?disposition=attachment
2017, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN1pmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--865d6a61a9dad09e859c6c6d983247a0a13afc1a/co2_2017_2_0174_720x360.jpg?disposition=attachment
2017, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2RmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9dd87d5aa31251fc3a91e955083c125dd98e18a3/co2_2017_3_0175_720x360.jpg?disposition=attachment
2017, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2hmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3d718495d0f6b4f28e71fd5c951447a97550282b/co2_2017_4_0176_720x360.jpg?disposition=attachment
2017, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2xmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--968da6c6eecfc710350c1b348e51491f242b08ca/co2_2017_5_0177_720x360.jpg?disposition=attachment
2017, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3BmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--76b38f6aeb5a7ab4fd7cdc1660b0354f14602d8a/co2_2017_6_0178_720x360.jpg?disposition=attachment
2017, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3RmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d206ec2586eef624528debcbb19bdc0c0e524590/co2_2017_7_0179_720x360.jpg?disposition=attachment
2017, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3hmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--891120457df9c38404eddcebdc7a48ebb78f4b91/co2_2017_8_0180_720x360.jpg?disposition=attachment
2017, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2ad7812859c02969effc48c05b31eca2342ce895/co2_2017_9_0181_720x360.jpg?disposition=attachment
2017, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--168c23f5d6724db902cda54bb3a1a1e6de40aff7/co2_2017_10_0182_720x360.jpg?disposition=attachment
2017, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3d7ea5589626ee5b96cf2b4571586a7dbaff71b6/co2_2017_11_0183_720x360.jpg?disposition=attachment
2017, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9417426778c4e60136c50989a88026dea3128bfe/co2_2017_12_0184_720x360.jpg?disposition=attachment
2018, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--60235fc43a1a97701822a3bcdc13e391af813b38/co2_2018_1_0185_720x360.jpg?disposition=attachment
2018, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b87c72df344c6786f6d6e294a2fc867ecc1d59e0/co2_2018_2_0186_720x360.jpg?disposition=attachment
2018, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOE5mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--53a92a06fba779b215af0a7f6e9e546c3310f134/co2_2018_3_0187_720x360.jpg?disposition=attachment
2018, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4b70a99228d4a40a729cdaac68636c1d2d4246b6/co2_2018_4_0188_720x360.jpg?disposition=attachment
2018, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--20cf16d5f444794a605d3a6c134f988de4fb9ded/co2_2018_5_0189_720x360.jpg?disposition=attachment
2018, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--827b71ff8ef99af5101b0a17b0dfabf83c5df6e9/co2_2018_6_0190_720x360.jpg?disposition=attachment
2018, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOGRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a7dd9990b5c09cdf43cc67e35f56832f3e222e3a/co2_2018_7_0191_720x360.jpg?disposition=attachment
2018, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOGhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5b0b2b4d515aad9cf825803600f899861ccb32fd/co2_2018_8_0192_720x360.jpg?disposition=attachment
2018, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOGxmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--91086f05c6efde02e477dbd360694bda8510e9ac/co2_2018_9_0193_720x360.jpg?disposition=attachment
2018, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOHBmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bc9f9265e8556dd2c262b249bfe49129f1919edc/co2_2018_10_0194_720x360.jpg?disposition=attachment
2018, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOHRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bdcf4f101e2a9b8f6dd27e4551e6596d4db9de8b/co2_2018_11_0195_720x360.jpg?disposition=attachment
2018, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOHhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9b9b0885fd5198d444f803b0ae95c3824d03ed34/co2_2018_12_0196_720x360.jpg?disposition=attachment
2019, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBODFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ffd74ab3c7b5ab0a535b56e4a036e2d6f1fcfdd1/co2_2019_1_0197_720x360.jpg?disposition=attachment
2019, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBODVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--386e23efda160c8b81b188c1b2359f7e43048052/co2_2019_2_0198_720x360.jpg?disposition=attachment
2019, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBODlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8fc9d6c962178207f8ff6c4637daf1e4268d7abb/co2_2019_3_0199_720x360.jpg?disposition=attachment
2019, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5ed6601b5b21fa0341efba77e77b975b5c1080b1/co2_2019_4_0200_720x360.jpg?disposition=attachment
2019, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9c68223ea6041d2f13ffe73ef516b735bd856b5c/co2_2019_5_0201_720x360.jpg?disposition=attachment
2019, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dcaf996cfa0231bf8af81c64cefa426abb29f2b9/co2_2019_6_0202_720x360.jpg?disposition=attachment
2019, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOU5mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b1d8c4712ffad1c89c723a184fbf37f544c3ac0d/co2_2019_7_0203_720x360.jpg?disposition=attachment
2019, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVJmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5885931b5c2983900602fb5c486010858d0afd9d/co2_2019_8_0204_720x360.jpg?disposition=attachment
2019, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7d0580d629e7d4afd97fbdcdf4c40af956f84d4c/co2_2019_9_0205_720x360.jpg?disposition=attachment
2019, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVpmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5e95e8199c1bce49655f065d479286108100fcf5/co2_2019_10_0206_720x360.jpg?disposition=attachment
2019, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--63fdef326eb3ba8b28e139a9f595f0addbb6649c/co2_2019_11_0207_720x360.jpg?disposition=attachment
2019, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2a0c7c4230ab9ec48e313fa690170065de02581d/co2_2019_12_0208_720x360.jpg?disposition=attachment
2020, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWxmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--33f84ca49692e07b514f71ecfadd700c300fc238/co2_2020_1_0209_720x360.jpg?disposition=attachment
2020, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXBmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ec9a2debef8eaf1354b27bafc249eb6c7ad5fb9b/co2_2020_2_0210_720x360.jpg?disposition=attachment
2020, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXRmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--815da3582596795018eb2e990a745210913a508f/co2_2020_3_0211_720x360.jpg?disposition=attachment
2020, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXhmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--de0288ede8ccefff8f4c92597dc4247be531a72b/co2_2020_4_0212_720x360.jpg?disposition=attachment
2020, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d71a669589dffe7b2874763fac4f90131e84a305/co2_2020_5_0213_720x360.jpg?disposition=attachment
2020, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--eda073383c7ca44802a883a9137a7dcd0f75d93b/co2_2020_6_0214_720x360.jpg?disposition=attachment
2020, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3871ce3b4572b05b9d82d04a60b816673525a208/co2_2020_7_0215_720x360.jpg?disposition=attachment
2020, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0JmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--92250eae2a09b06e86b14d94fa9af60350a4d2be/co2_2020_8_0216_720x360.jpg?disposition=attachment
2020, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0ZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--466f3bcdf2bc71087f41f342a9a03dbb3352e8a7/co2_2020_9_0217_720x360.jpg?disposition=attachment
2020, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0pmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7086ba1b596af85f25c1cd501de07119d6297c14/co2_2020_10_0218_720x360.jpg?disposition=attachment
2020, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK05mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--238ab7d823f88d7e1d03979c31c5ce01b48ef881/co2_2020_11_0219_720x360.jpg?disposition=attachment
2020, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK1JmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0a9d46e40c426929b6d26d40f5d63f63ff681dbb/co2_2020_12_0220_720x360.jpg?disposition=attachment
2021, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK1ZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--14924e563d61a6687624f45d10385b27c2c075c8/co2_2021_1_0221_720x360.jpg?disposition=attachment
2021, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK1pmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8930433b5ce2c72d852cd6fcb8d6ba0ae491dbd2/co2_2021_2_0222_720x360.jpg?disposition=attachment
2021, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2RmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--df8166c0b6ffeeaca3ba4a7f21de40306c76d275/co2_2021_3_0223_720x360.jpg?disposition=attachment
2021, 4, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2hmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--eda299a27c2bdd4d46d2aa200932361bdf76a0f5/co2_2021_4_0224_720x360.jpg?disposition=attachment
2021, 5, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2xmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--49f82f57f1a411c7e1e962dc11b3d3d5847a8bd0/co2_2021_5_0225_720x360.jpg?disposition=attachment
2021, 6, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK3BmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e127d719ffd52660f08ccafeb8f5be4561a26a40/co2_2021_6_0226_720x360.jpg?disposition=attachment
2021, 7, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK3RmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3cdfd9c936b940421db5f3c7d0b2e69826260de0/co2_2021_7_0227_720x360.jpg?disposition=attachment
2021, 8, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK3hmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6c612becf2c76357c89466da0d37167cb79cf2ea/co2_2021_8_0228_720x360.jpg?disposition=attachment
2021, 9, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzFmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--50d1c6b3ea5459e3ddb48aad8c3d00de7ee84bc4/co2_2021_9_0229_720x360.jpg?disposition=attachment
2021, 10, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzVmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--19bad6941db21cd0bdc0b9d4cb70d9b2a9a3f75b/co2_2021_10_0230_720x360.jpg?disposition=attachment
2021, 11, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBKzlmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7008e238bb55d69055a9a3f730f1cff3ccc3abbd/co2_2021_11_0231_720x360.jpg?disposition=attachment
2021, 12, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL0JmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ba14f70c8e1445feb93252202698ab82e2c5f0ba/co2_2021_12_0232_720x360.jpg?disposition=attachment
2022, 1, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL0ZmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b1a77080a6172983ba066fa6f3b3536783df77ce/co2_2022_1_0233_720x360.jpg?disposition=attachment
2022, 2, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL0pmQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c6ebfcb2bdf827e11c974574c382435d33c7263d/co2_2022_2_0234_720x360.jpg?disposition=attachment
2022, 3, https://climate.nasa.gov/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL05mQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--211b009f3686daad8a295787a68420040cd25991/co2_2022_3_0235_720x360.jpg?disposition=attachment
